id,ja,ja_alt,en,en_alt,en_variants,pos,unit,domain,level_jp,level_us,mapping,source,wiki_ja,wiki_en,wikidata,ja_basis,ja_check,flag,note
write-an-equation,式で表す,,write an equation,,,phrase,jp-chuugaku-1-hirei-hanpirei,functions,中1,Pre-Algebra|Algebra 1,exact,editorial,,,,mext,ok,,
change-together,ともなって変わる,,change together,,,phrase,jp-chuugaku-1-hirei-hanpirei,functions,中1,Pre-Algebra|Algebra 1,near,editorial,,,,editorial,—,,"as x changes, y changes"
line,直線,,line,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikipedia-langlink,直線,Line (geometry),Q37105,mext,ok,,
segment,線分,,segment,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,near,wikipedia-langlink,線分,Line segment,Q166154,mext,ok,,line segment
ray,半直線,,ray,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（英語照合不一致: en.term は曖昧さ回避）: 直線 → Line (geometry) ／ en.term → Ray
angle,角,,angle,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（数学カテゴリ外）: 角 → (en なし)。「角」は数学カテゴリ配下にない
vertex,頂点,,vertex,vertices [precalculus-conics],,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,頂点,,Q26401,wikipedia,ok,ja-merged,
side,辺,,side,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,辺,,Q26382,wikipedia,ok,,
perpendicular,垂直,,perpendicular,,,adjective,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,垂直,,Q205034,mext,ok,,
parallel,平行,,parallel,,,adjective,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,平行,,Q53875,mext,ok,,
perpendicular-line,垂線,,perpendicular line,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,垂直,,Q205034,mext,ok,wiki-redirect,
perpendicular-bisector,垂直二等分線,,perpendicular bisector,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,二等分線,,Q3128632,mext,ok,,
midpoint,中点,中点の座標,midpoint,,,noun,jp-chuugaku-1-heimen-zukei|jp-suugaku-2-zukei-to-houteishiki,geometry,中1|数II,Pre-Algebra|Geometry|Precalculus,exact,wikidata,中点,,Q1645406,wikipedia,ok,merged,
angle-bisector,角の二等分線,,angle bisector,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,二等分線,,Q3128632,mext,ok,,
circle,円,,circle,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikipedia-langlink,円 (数学),Circle,Q17278,wikipedia,ok,,
center,中心,,center,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,中心,,Q23595,mext,ok,,
radius,半径,,radius,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikipedia-langlink,半径,Radius,Q173817,mext,ok,,
diameter,直径,,diameter,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,径,Diameter,Q37221,wikipedia,ok,wiki-redirect,
arc,弧,,arc,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikipedia-langlink,弧 (幾何学),Arc (geometry),Q147572,mext,ok,,
chord,弦,,chord,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikipedia-langlink,弦 (数学),Chord (geometry),Q188191,mext,ok,,
tangent-line,接線,,tangent line,tangent [geometry-circles],,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,接線,,Q131251,mext,ok,ja-merged,
point-of-tangency,接点,接点の座標,point of tangency,,,noun,jp-chuugaku-1-heimen-zukei|jp-suugaku-2-bibun-no-kangae,geometry|calculus,中1|数II,Pre-Algebra|Geometry|AP Calculus AB|Calculus I,exact,editorial,,,,mext,ok,wiki-disambig merged,
sector,おうぎ形,,sector,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,,
central-angle,中心角,,central angle,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,角度,Angle,Q11352,mext,ok,wiki-redirect,
circumference,円周,,circumference,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikipedia-langlink,円周,Circumference,Q843905,mext,ok,,
pi,円周率,,pi,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,near,wikidata,円周率,,Q167,wikipedia,ok,,定数 π。「円周率」という名前で呼ぶことは少ない
area,面積,,area,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikipedia-langlink,面積,Area,Q11500,mext,ok,,
perimeter,周の長さ,,perimeter,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,周長,Perimeter,Q28474,wikipedia,ok,wiki-redirect,
construction,作図,,construction,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,mext,ok,wiki-disambig,
compass,コンパス,,compass,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,コンパス,Compass (drawing tool),Q103896,wikipedia,ok,wiki-nonmath,
straightedge,定規,,straightedge,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,near,wikipedia-langlink,定規,Ruler,Q104555,wikipedia,ok,,目盛りなしは straightedge。ruler は目盛りあり
transformation,移動,,transformation,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,near,editorial,,,,mext,ok,wiki-rejected,中1の「移動」は米国の rigid transformation ／ wiki 除外（数学カテゴリ外）: 移動 → (en なし)。「移動」は数学カテゴリ配下にない
translation,平行移動,,translation,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,平行移動,,Q211459,mext,ok,,
rotation,回転移動,回転,rotation,,,noun,jp-chuugaku-1-heimen-zukei|jp-suugaku-c-kyokusen-to-fukuso-heimen,geometry|complex-numbers,中1|数C,Pre-Algebra|Geometry|Precalculus,exact,wikidata,回転,,Q107617,mext,ok,merged,
reflection,対称移動,反射,reflection,,,noun,jp-chuugaku-1-heimen-zukei|us-geometry-transformations,geometry,中1,Pre-Algebra|Geometry,exact,textbook,,,,mext,ok,wiki-redirect wiki-rejected merged,対称移動 ／ wiki 除外（数学カテゴリ外）: 反射 → Reflection (physics)。「反射」は数学カテゴリ配下にない
line-of-reflection,対称の軸,,line of reflection,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,near,editorial,,,,editorial,—,wiki-rejected,line of symmetry は図形自身の対称軸 ／ wiki 除外（英語照合不一致: en.term の記事なし）: 線対称 → Axial symmetry ／ en.term → (記事なし)
center-of-rotation,回転の中心,,center of rotation,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,,
line-symmetry,線対称,,line symmetry,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,near,wikidata,線対称,,Q3886264,wikipedia,ok,,reflectional symmetry
point-symmetry,点対称,,point symmetry,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,near,wikidata,点対称,,Q1203075,wikipedia,ok,,米国では 180° rotational symmetry と言うことが多い
triangle,三角形,,triangle,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikipedia-langlink,三角形,Triangle,Q19821,mext,ok,,
quadrilateral,四角形,,quadrilateral,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,四角形,,Q36810,wikipedia,ok,,
polygon,多角形,,polygon,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,多角形,,Q37555,mext,ok,,
regular-polygon,正多角形,,regular polygon,,,noun,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,正多角形,,Q714886,wikipedia,ok,,
construct,作図する,,construct,,,verb,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,wiki-disambig,
be-tangent-to,接する,,be tangent to,be tangent [suugaku-2-zukei-to-houteishiki],,phrase,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,ja-merged wiki-rejected,wiki 除外（英語照合不一致: en.term の記事なし）: 接線 → Tangent ／ en.term → (記事なし)
intersect,交わる,共有点をもつ,intersect,,,verb,jp-chuugaku-1-heimen-zukei|jp-suugaku-2-zukei-to-houteishiki,geometry,中1|数II,Pre-Algebra|Geometry|Precalculus,exact,editorial,,,,editorial,—,merged,
is-perpendicular-to,垂直である,,is perpendicular to,are orthogonal [suugaku-c-vector],,phrase,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,垂直,,Q205034,mext,ok,ja-merged,perpendicular とも
is-parallel-to,平行である,,is parallel to,are parallel [suugaku-c-vector],,phrase,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,ja-merged wiki-rejected,wiki 除外（英語照合不一致: en.term の記事なし）: 平行 → Parallel (geometry) ／ en.term → (記事なし)
coincide,重なる,,coincide,,,verb,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,near,editorial,,,,editorial,—,,「ぴったり重なる」は map onto / coincide
symmetric,対称な,,symmetric,,,adjective,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,対称性,Symmetry,Q12485,wikipedia,ok,,
bisect,二等分する,,bisect,bisect each other [chuugaku-2-sankakkei-to-shikakkei],,verb,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,ja-merged,対角線が互いに他を二等分する
translate,平行に移動する,,translate,,,verb,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,,
rotate,回転させる,,rotate,,,verb,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,,
reflect,折り返す,,reflect,,,verb,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,near,editorial,,,,editorial,—,,flip とも
measure-the-length,長さを測る,,measure the length,,,phrase,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,,
measure-the-angle,角度を測る,,measure the angle,,,phrase,jp-chuugaku-1-heimen-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,,
solid-figure,空間図形,,solid figure,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,near,editorial,立体,,Q937946,mext,ok,wiki-redirect,3D figure / solid
solid,立体,,solid,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,立体,,Q937946,mext,ok,,
plane,平面,,plane,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikipedia-langlink,平面,Plane (mathematics),Q135218320,mext,ok,,
prism,角柱,,prism,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,角柱,,Q180544,wikipedia,ok,,
pyramid,角錐,,pyramid,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,角錐,,Q3358290,wikipedia,ok,,
cylinder,円柱,,cylinder,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikipedia-langlink,円柱 (数学),Cylinder,Q34132,wikipedia,ok,,
cone,円錐,,cone,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikipedia-langlink,円錐,Cone,Q42344,wikipedia,ok,,
sphere,球,,sphere,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,wiki-disambig,
regular-polyhedron,正多面体,,regular polyhedron,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,near,wikipedia-langlink,正多面体,Platonic solid,Q188745,wikipedia,ok,,Platonic solid とも
polyhedron,多面体,,polyhedron,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikipedia-langlink,多面体,Polyhedron,Q172937,wikipedia,ok,,
lateral-face,側面,,lateral face,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,,
lateral-area,側面積,,lateral area,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,,
surface-area,表面積,,surface area,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,表面積,,Q1379273,mext,ok,,
volume,体積,,volume,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikipedia-langlink,体積,Volume,Q39297,mext,ok,,
area-of-the-base,底面積,,area of the base,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,,
height,高さ,,height,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,高さ,,Q208826,wikipedia,ok,wiki-nonmath,
slant-height,母線,斜高,slant height,,,noun,jp-chuugaku-1-kuukan-zukei|us-geometry-area-and-volume,geometry,中1,Pre-Algebra|Geometry,near,editorial,,,,editorial,—,merged wiki-rejected,円錐の母線は slant height。generatrix は専門用語 ／ wiki 除外（英語照合不一致: 別の記事）: 母線 (数学) → Generatrix ／ en.term → Cone
net,展開図,,net,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,展開図,,Q253829,mext,ok,,
orthographic-projection,投影図,,orthographic projection,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,near,editorial,,,,mext,ok,wiki-redirect wiki-rejected,米国の中学ではほぼ扱わない。views (top / front / side) ／ wiki 除外（数学カテゴリ外）: 投影 (図学) → (en なし)。「投影 (図学)」は数学カテゴリ配下にない
skew-lines,ねじれの位置,,skew lines,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,near,wikidata,ねじれの位置,,Q668297,mext,ok,,「ねじれの位置にある」は are skew
solid-of-revolution,回転体,,solid of revolution,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,回転体,,Q725939,mext,ok,,
rectangular-prism,直方体,,rectangular prism,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,near,wikidata,直方体,,Q262959,wikipedia,ok,,box / rectangular solid
triangular-prism,三角柱,,triangular prism,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikidata,三角柱,,Q1193827,wikipedia,ok,,
square-pyramid,四角錐,,square pyramid,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,near,wikipedia-langlink,四角錐,Square pyramid,Q1075704,wikipedia,ok,,底面が正方形でないなら rectangular pyramid
regular-tetrahedron,正四面体,,regular tetrahedron,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,wikipedia-langlink,正四面体,Regular tetrahedron,Q14918679,wikipedia,ok,,
edge,稜,,edge,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,,
face,面,,face,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（英語照合不一致: 別の記事）: 面 (幾何学) → Face (geometry) ／ en.term → Face
do-not-intersect,交わらない,,do not intersect,,,phrase,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,,
lie-in,含まれる,,lie in,is contained in [suugaku-1-shuugou-to-meidai],,phrase,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,near,editorial,,,,editorial,—,ja-merged,the line lies in the plane ／ A ⊂ B: A is a subset of B
line-of-intersection,交線,,line of intersection,,,noun,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,,
rotate-once-around,一回転させる,,rotate once around,,,phrase,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,near,editorial,,,,editorial,—,,revolve around the axis
fold-up,組み立てる,,fold up,,,verb,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,near,editorial,,,,editorial,—,,展開図を組み立てる: fold the net
unfold,切り開く,,unfold,,,verb,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,,
meet-at-right-angles,垂直に交わる,,meet at right angles,,,phrase,jp-chuugaku-1-kuukan-zukei,geometry,中1,Pre-Algebra|Geometry,exact,editorial,,,,editorial,—,,
data,データ,,data,,,noun,jp-chuugaku-1-data-no-katsuyou,statistics,中1,Pre-Algebra,exact,editorial,,,,mext,ok,wiki-rejected,wiki 除外（数学カテゴリ外）: データ → Data。「データ」は数学カテゴリ配下にない
frequency,度数,,frequency,,,noun,jp-chuugaku-1-data-no-katsuyou,statistics,中1,Pre-Algebra,exact,editorial,,,,mext,ok,wiki-disambig,
frequency-table,度数分布表,,frequency table,,,noun,jp-chuugaku-1-data-no-katsuyou,statistics,中1,Pre-Algebra,exact,wikidata,度数分布,Frequency distribution,Q1627586,wikipedia,ok,,
class,階級,,class,,,noun,jp-chuugaku-1-data-no-katsuyou,statistics,中1,Pre-Algebra,near,editorial,,,,editorial,—,wiki-disambig,class interval / bin
class-width,階級の幅,,class width,,,noun,jp-chuugaku-1-data-no-katsuyou,statistics,中1,Pre-Algebra,near,editorial,,,,editorial,—,,bin width とも
class-midpoint,階級値,,class midpoint,,,noun,jp-chuugaku-1-data-no-katsuyou,statistics,中1,Pre-Algebra,near,editorial,,,,editorial,—,,米国の中学ではほぼ使わない
histogram,ヒストグラム,,histogram,,,noun,jp-chuugaku-1-data-no-katsuyou,statistics,中1,Pre-Algebra,exact,wikidata,ヒストグラム,,Q185020,mext,ok,,
frequency-polygon,度数折れ線,,frequency polygon,,,noun,jp-chuugaku-1-data-no-katsuyou,statistics,中1,Pre-Algebra,exact,editorial,,,,editorial,—,,
relative-frequency,相対度数,,relative frequency,,,noun,jp-chuugaku-1-data-no-katsuyou,statistics,中1,Pre-Algebra,exact,editorial,,,,mext,ok,,
cumulative-frequency,累積度数,,cumulative frequency,,,noun,jp-chuugaku-1-data-no-katsuyou,statistics,中1,Pre-Algebra,exact,editorial,,,,mext,ok,,
cumulative-relative-frequency,累積相対度数,,cumulative relative frequency,,,noun,jp-chuugaku-1-data-no-katsuyou,statistics,中1,Pre-Algebra,exact,editorial,,,,editorial,—,,
measure-of-center,代表値,データの代表値,measure of center,,,noun,jp-chuugaku-1-data-no-katsuyou|jp-suugaku-1-data-no-bunseki,statistics,中1|数I,Pre-Algebra|Algebra 1|AP Statistics,near,editorial,,,,editorial,—,merged wiki-rejected,「代表値」に 1 語の対応なし。measures of central tendency ／ wiki 除外（英語照合不一致: en.term の記事なし）: 要約統計量 → Descriptive statistics ／ en.term → (記事なし)
mean,平均値,平均,mean,,,noun,jp-chuugaku-1-data-no-katsuyou|jp-suugaku-b-toukei-teki-na-suisoku,statistics,中1|数B,Pre-Algebra|AP Statistics|Intro Statistics,exact,wikipedia-langlink,平均,Mean,Q2796622,mext,alt:平均,wiki-redirect merged,
